ID_cliente,cliente_vigente,genero,cliente>=65_anos,matrimonio,tiene_dependientes,#_meses_contrato,servicio_telefonico,suscripcion>1_linea,internet_internetservice,suscripcion_seguridad_linea,suscripcion_de_respaldo,suscripcion_proteccion,suscripcion_soporte,suscripcion_tv_cable,suscripcion_peliculas,tipo_contrato,factura_electronica,forma_pago,total_servicios_mes,total_pagado_cliente,Cuentas_Diarias
1658-tjvoa,0,Female,1,0,0,6,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.1,450.9,15.03
1658-xuhbx,0,Female,1,1,1,59,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Credit card (automatic),88.75,5348.65,178.28833333333333
1660-hsooq,1,Male,0,0,0,1,1,0,Dsl,0,0,1,0,0,0,Month-to-month,1,Mailed check,49.65,49.65,1.655
1661-czbau,0,Male,0,0,0,48,1,1,Dsl,1,0,0,1,0,1,One year,1,Bank transfer (automatic),70.95,3629.2,120.97333333333333
1663-mhlhe,0,Male,0,0,0,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.2,19.2,0.64
1666-jxlku,0,Female,0,0,0,37,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.05,3810.55,127.01833333333335
1666-jzpzt,0,Male,0,0,0,27,1,1,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,49.0,1291.35,43.044999999999995
1670-svowz,1,Female,0,1,1,14,1,0,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Credit card (automatic),89.65,1208.35,40.27833333333333
1676-mqaoa,0,Male,0,0,0,72,1,0,Dsl,1,1,1,1,1,0,Two year,1,Bank transfer (automatic),75.1,5336.35,177.87833333333336
1678-fyzow,1,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.4,244.65,8.155
1679-jrfbr,0,Female,0,1,1,70,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),108.15,7930.55,264.3516666666667
1680-vdcww,0,Male,0,1,0,12,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,202.25,6.741666666666666
1682-vcoio,0,Male,0,0,0,23,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.45,481.1,16.03666666666667
1684-flbgs,0,Female,0,1,1,23,1,1,Dsl,0,1,0,1,1,0,Month-to-month,1,Credit card (automatic),69.5,1652.1,55.07
1685-bqula,0,Female,0,0,0,40,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Bank transfer (automatic),93.4,3756.4,125.21333333333334
1685-vayjf,0,Male,0,0,0,11,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),45.2,492.0,16.4
1686-stuhn,0,Male,0,0,0,42,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,849.9,28.33
1689-mrzqr,1,Male,0,1,1,34,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.3,2564.3,85.47666666666667
1689-yqbyy,0,Female,0,0,1,12,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.6,893.0,29.766666666666666
1696-hxowk,0,Female,0,1,0,71,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Mailed check,95.65,6856.95,228.565
1696-mzvau,0,Male,0,1,1,39,0,0,Dsl,0,0,0,0,0,0,One year,1,Credit card (automatic),25.25,947.75,31.591666666666665
1697-bcshv,0,Female,0,1,1,58,1,1,Dsl,0,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),66.8,3970.4,132.34666666666666
1697-lyyyx,0,Female,0,1,1,61,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,38.126666666666665
1697-nvvgy,0,Male,1,1,0,19,1,0,Dsl,1,0,1,0,1,0,Month-to-month,0,Bank transfer (automatic),66.4,1286.05,42.86833333333333
1698-xfzci,0,Male,0,0,0,61,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6521.9,217.39666666666665
1699-hpsbg,1,Male,0,0,0,12,1,0,Dsl,0,0,0,1,1,0,One year,1,Electronic check,59.8,727.8,24.259999999999998
1699-tldlz,0,Female,0,1,1,16,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.7,301.55,10.051666666666668
1699-uotxu,0,Male,0,0,0,60,1,0,Dsl,1,1,1,0,0,0,Two year,0,Electronic check,61.4,3638.25,121.275
1702-ccfnj,0,Male,0,1,0,52,1,1,Dsl,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),61.35,3169.55,105.65166666666667
1703-mgiab,0,Female,0,0,0,17,1,1,Dsl,0,0,1,1,1,0,Month-to-month,1,Mailed check,69.0,1108.0,36.93333333333333
1704-nrwye,1,Female,1,0,0,9,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.85,751.65,25.055
1705-guhpv,0,Female,0,0,0,63,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.2,1618.2,53.940000000000005
1707-habpf,0,Female,1,0,0,46,1,0,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),91.3,4126.35,137.54500000000002
1708-pbboa,0,Female,0,0,0,42,0,0,Dsl,1,1,1,1,0,1,One year,1,Electronic check,54.75,2348.45,78.28166666666667
1709-ejdox,0,Female,0,1,1,47,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,948.9,31.63
1710-rcxus,0,Male,0,1,0,51,1,1,Fiber optic,0,1,0,0,0,1,One year,1,Credit card (automatic),90.35,4614.55,153.81833333333333
1716-lsamb,0,Male,0,1,1,45,1,0,Dsl,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),54.65,2553.7,85.12333333333332
1722-ldzjs,0,Male,0,1,1,53,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.2,1068.15,35.605000000000004
1723-hkxjq,1,Male,0,0,0,42,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.75,4273.45,142.44833333333332
1724-bquha,1,Male,1,0,0,5,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.5,477.7,15.923333333333334
1724-iqwnm,0,Male,0,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.3,19.3,0.6433333333333333
1725-iqniy,1,Male,0,1,0,54,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.75,6110.2,203.67333333333332
1725-mimxw,1,Male,0,0,1,1,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.45,19.45,0.6483333333333333
1728-bqdma,0,Female,0,0,0,2,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.45,82.7,2.756666666666667
1728-cxqbe,0,Male,1,1,0,64,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,94.25,6081.4,202.7133333333333
1729-vlazj,0,Female,0,0,1,10,0,0,Dsl,1,1,0,1,0,0,One year,0,Mailed check,40.25,411.45,13.715
1730-vfmwo,0,Female,0,1,0,34,1,0,Dsl,0,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),50.2,1815.3,60.51
1730-zmame,0,Female,1,0,0,32,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.5,2665.0,88.83333333333333
1731-tviuk,1,Female,0,0,0,4,1,1,Fiber optic,0,1,0,1,0,1,Month-to-month,1,Electronic check,93.5,362.2,12.073333333333332
1732-fekld,0,Female,0,0,0,54,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),94.75,5121.75,170.725
1732-vhubq,1,Female,1,1,1,47,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,110.30833333333334
1734-zmntz,0,Female,0,1,1,11,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,300.7,10.023333333333333
1735-xmjvh,0,Male,0,1,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.35,152.6,5.086666666666667
1740-csdjp,1,Male,0,0,0,1,0,0,Dsl,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),35.25,35.25,1.175
1741-wtpon,0,Male,0,1,1,56,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,115.85,6567.9,218.92999999999998
1744-jhkys,0,Female,0,1,0,34,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,24.7,780.2,26.006666666666668
1746-tgtwv,0,Male,0,1,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Credit card (automatic),75.35,75.35,2.5116666666666663
1750-cskkm,1,Male,0,0,1,9,1,0,Dsl,0,0,0,0,1,0,Month-to-month,0,Electronic check,55.35,449.75,14.991666666666667
1751-ncdli,0,Male,1,1,0,46,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.85,4564.9,152.16333333333333
1752-ozxfy,0,Male,0,1,0,60,1,0,Dsl,1,0,0,0,1,0,One year,1,Mailed check,59.8,3561.15,118.705
1754-gkypy,0,Male,1,1,0,22,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),89.75,1938.9,64.63000000000001
1755-fzqec,0,Male,0,0,0,39,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,791.15,26.371666666666666
1755-rmcxh,0,Male,0,1,1,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,40.25,1.3416666666666666
1757-tcatg,0,Male,0,1,1,35,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.05,746.75,24.891666666666666
1760-cazht,0,Male,0,0,1,25,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.8,460.2,15.34
1761-aezzr,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.55,79.55,2.6516666666666664
1763-kuaaw,0,Female,1,0,0,18,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.35,369.6,12.32
1763-wqfuk,0,Male,0,0,0,3,1,0,Dsl,0,0,0,1,0,0,Month-to-month,1,Mailed check,50.5,147.75,4.925
1764-vuumt,0,Male,0,0,1,66,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.95,1269.1,42.30333333333333
1766-gknmi,0,Male,0,0,0,29,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,2516.2,83.87333333333332
1767-cjkba,0,Male,0,0,0,66,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,1697.7,56.59
1767-tgtko,0,Female,0,1,1,8,1,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.45,411.75,13.725
1768-hnvgj,0,Female,1,0,0,45,1,1,Dsl,1,0,0,1,0,1,Month-to-month,1,Electronic check,70.05,3062.45,102.08166666666666
1768-zaifu,1,Female,1,0,0,1,0,0,Dsl,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.2,25.2,0.84
1769-gruik,0,Female,0,0,0,18,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.1,1247.75,41.59166666666667
1771-oadnz,1,Male,1,1,0,29,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,2745.2,91.50666666666666
1775-kwjkq,0,Male,0,1,1,72,1,1,Dsl,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.85,6562.9,218.76333333333332
1776-spbwv,0,Female,0,1,1,34,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),20.1,682.1,22.736666666666668
1777-jyqpj,0,Male,0,0,0,2,0,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.3,38.45,1.2816666666666667
1779-pwpmg,0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),114.65,8333.95,277.79833333333335
1784-bxefa,0,Female,0,0,0,10,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,187.35,6.245
1784-ezdkj,0,Male,0,1,0,51,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),106.8,5498.8,183.29333333333335
1785-bphtp,0,Male,0,1,1,28,1,0,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,85.45,2289.9,76.33
1790-nesio,0,Female,0,0,0,13,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.4,261.3,8.71
1791-pqhbb,0,Female,0,0,1,2,1,0,Dsl,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),61.2,125.95,4.198333333333333
1792-uxafy,1,Female,1,0,0,17,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,89.15,1496.9,49.89666666666667
1794-hbqtj,1,Female,0,0,0,1,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),48.6,48.6,1.62
1794-swwkl,0,Male,0,1,1,15,1,1,Dsl,0,0,1,1,0,0,Month-to-month,1,Bank transfer (automatic),59.65,867.1,28.903333333333332
1796-janow,0,Female,0,0,0,2,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,38.15,1.2716666666666667
1803-bgnbd,0,Female,0,0,0,12,1,0,Dsl,0,1,0,1,0,0,Month-to-month,1,Electronic check,54.3,654.5,21.816666666666666
1809-dmjhq,1,Female,0,0,1,5,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Mailed check,46.0,221.7,7.39
1810-bohsy,0,Male,0,1,0,51,1,1,Fiber optic,1,1,0,0,0,1,One year,1,Credit card (automatic),96.4,4911.05,163.70166666666668
1810-mvmai,0,Male,0,1,1,30,1,1,Dsl,1,1,1,1,0,0,Month-to-month,0,Electronic check,67.6,2000.2,66.67333333333333
1813-jlkwr,0,Female,0,1,1,64,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.8,1336.65,44.555
1813-jywto,0,Female,0,1,0,72,1,1,Fiber optic,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),80.45,5737.6,191.25333333333336
1814-dkolc,0,Female,0,0,0,5,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,25.45,134.75,4.491666666666666
1814-wfgvs,0,Male,0,1,1,72,0,0,Dsl,1,0,1,1,1,0,Two year,0,Mailed check,48.9,3527.0,117.56666666666666
1816-flzdk,0,Male,0,0,0,1,0,0,Dsl,0,0,0,1,0,0,Month-to-month,0,Mailed check,29.15,29.15,0.9716666666666666
1818-esqmw,0,Female,0,0,0,27,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,89.2,2383.6,79.45333333333333
1820-djfph,0,Female,0,1,1,72,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.05,1709.15,56.97166666666667
1820-tqvev,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,69.55,2.3183333333333334
1821-bucwy,0,Male,0,0,0,30,1,0,Dsl,1,0,1,0,0,0,Two year,1,Mailed check,55.65,1653.85,55.12833333333333
1830-ggfnm,0,Male,0,1,1,65,1,1,Fiber optic,1,1,1,1,0,0,Two year,0,Credit card (automatic),94.55,6078.75,202.625
1830-ipxvj,0,Female,0,1,1,61,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.75,1311.6,43.72
1832-peuts,0,Male,0,1,1,62,1,1,Fiber optic,0,0,1,0,1,0,Two year,1,Credit card (automatic),89.1,5411.65,180.38833333333332
1833-tcxkk,0,Male,0,1,0,45,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),107.75,4882.8,162.76000000000002
1833-vgrum,1,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,2.4733333333333336
1834-abkhq,0,Female,0,1,1,52,1,0,Dsl,0,0,1,0,0,0,One year,1,Bank transfer (automatic),50.95,2610.65,87.02166666666668
1834-wuleg,0,Male,0,1,1,24,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.25,439.75,14.658333333333333
1837-yquce,0,Female,0,0,0,70,0,0,Dsl,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),58.35,4214.25,140.475
1839-fbnfr,0,Female,0,1,1,39,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.85,854.8,28.493333333333332
1839-umack,0,Male,0,0,0,42,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,25.05,949.85,31.66166666666667
1840-biuog,0,Male,0,0,0,20,1,1,Dsl,0,1,0,1,1,0,One year,1,Electronic check,68.7,1416.2,47.20666666666667
1841-ysjgv,0,Male,0,1,0,72,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.95,7852.4,261.74666666666667
1842-ezjmk,1,Male,0,1,1,50,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,103.7,5071.05,169.035
1843-tlsgd,0,Female,0,1,1,13,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.85,272.35,9.078333333333335
1845-csbrz,0,Female,1,1,1,22,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),85.35,1961.6,65.38666666666667
1845-zllig,0,Male,0,0,0,1,1,0,Dsl,0,1,0,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,1.6716666666666666
1846-xwoqn,1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.15,70.15,2.3383333333333334
1848-lbzhy,0,Female,0,1,0,7,1,0,Dsl,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),50.3,355.1,11.836666666666668
1849-rjyig,0,Female,0,0,0,8,1,0,Dsl,1,0,0,0,1,0,Month-to-month,1,Electronic check,60.0,487.75,16.258333333333333
1850-akqep,0,Male,0,0,1,8,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,178.7,5.956666666666666
1852-qswcd,0,Male,0,1,1,64,1,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1514.85,50.495
1852-xemdw,0,Male,0,0,0,22,1,1,Dsl,1,1,1,0,0,0,Month-to-month,0,Mailed check,65.05,1427.55,47.585
1853-araaq,0,Female,0,0,0,26,0,0,Dsl,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),50.35,1277.5,42.583333333333336
1853-udxbw,1,Male,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.0,70.0,2.3333333333333335
1855-agawh,0,Male,0,1,0,31,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,2939.8,97.99333333333334
1855-cfulu,0,Female,1,0,0,4,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,91.45,3.0483333333333333
1862-qrwpe,0,Female,0,1,1,48,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.65,1057.0,35.233333333333334
1862-skory,1,Female,1,1,0,40,0,0,Dsl,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,1637.4,54.580000000000005
1866-dioqz,0,Female,0,1,0,71,0,0,Dsl,1,1,1,1,1,1,One year,0,Bank transfer (automatic),66.8,4689.15,156.30499999999998
1866-nxpsp,0,Female,0,0,0,36,1,0,Dsl,1,1,1,1,0,1,One year,1,Mailed check,75.55,2680.15,89.33833333333334
1866-obpnr,0,Male,0,1,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.6,74.6,2.4866666666666664
1866-rzzqs,1,Male,1,0,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.4,4187.75,139.59166666666667
1866-zsljm,0,Male,0,0,0,21,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.5,402.85,13.428333333333335
1867-bdvfh,1,Male,0,1,1,11,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.35,834.2,27.80666666666667
1867-tjhts,0,Female,0,0,0,58,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),79.8,4526.85,150.895
1871-mowrm,1,Male,0,1,0,12,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,0,Bank transfer (automatic),80.85,866.45,28.881666666666668
1872-ebwsc,0,Female,0,0,0,29,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.35,617.35,20.578333333333333
1875-qivme,1,Female,0,1,0,2,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,104.4,242.8,8.093333333333334
1877-hkbqx,0,Female,0,0,0,11,1,0,Dsl,1,0,0,1,0,0,One year,1,Mailed check,54.6,617.85,20.595000000000002
1891-fzysa,1,Male,1,1,0,69,1,1,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,89.95,6143.15,204.77166666666665
1891-qrqsa,0,Male,1,1,1,64,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),111.6,7099.0,236.63333333333333
1891-uawwu,1,Female,1,1,0,20,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,90.8,1951.0,65.03333333333333
1894-igfsg,1,Female,0,0,0,22,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,89.25,1907.85,63.595
1895-qtkdo,0,Female,0,0,0,1,1,0,Dsl,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),43.95,43.95,1.465
1897-okvmw,0,Female,0,1,1,64,1,1,Dsl,1,1,1,1,1,1,Two year,1,Mailed check,90.6,5817.45,193.915
